"Section","Variable Name","Label","Definition (Validated from Protocol)","Additional Notes (Validated from Protocol)","Optum CDM Implementation","R Code Implementation","Sync Status (OrigSpec/Protocol/Code)","Sync Status Notes","Date Modified (Initials + Date)","QC Reviewed (Initials + Date)","Discrepancy Found in Original Program Spec"
"LOT1 Base End - Protocol Addition","LOT1_SCT_TO_MAINT_180D_RULE","SCT not followed by maintenance within 180 days - LOT end rule","Protocol rule: If an SCT is not followed by a maintenance regimen within 180 days, then the last day of the LOT is the date of the SCT. This rule determines whether LOT1 extends beyond the SCT to include a maintenance period or ends at the SCT itself. This is distinct from the 60-day conditioning period window (LOT1_EXTEND_FLG) which determines whether an SCT is included in LOT1 at all.","Protocol Section 5.1.1 (Rule 4 - SCTs not followed by maintenance): Rule 4: 'SCTs not followed by maintenance: If an SCT is not followed by a maintenance regimen within 180 days, then the last day of the LOT is the date of the SCT.' Also Section 5.1 (Maintenance regimen, situation 2): 'Following an autologous SCT (within 180 days of the SCT or in the case of a tandem autologous SCT within 180 days of the second SCT).' This rule interacts with the maintenance logic: if maintenance starts within 180 days of SCT, LOT1 is extended to include the maintenance period. If no maintenance within 180 days, LOT1 ends at the SCT date. The 180-day window is consistent with the tandem SCT definition (cfg$sct_tandem_days=180).","Would require checking T_MEDICAL/T_RX claims for maintenance medications (MONOMAINTENANCE=1 or valid DUALMAINTENANCEWITH in CL_MMA_ROLLUP) within 180 days after the SCT date (LOT1_1ST_SCT_DT or LOT1_TX_AUTO_MAX_DT).","lot_program.R: NOT APPLICABLE - MAINTENANCE IS NOT ENABLED. This rule depends on maintenance integration which is intentionally out of scope (line 4037-4038). The code currently ends LOT1 at LOT1_TX_ENDDATE (day before LOT-ending SCT) when SCT has priority. This 180-day rule will only become relevant if/when maintenance is brought into scope.","--N","Spec: - (not defined). Protocol: - (defined in Section 5.1.1). Code: N - not applicable because maintenance is not enabled. This protocol rule will only be relevant when maintenance is brought into scope.","CV 2026-04-02 (protocol revalidation)","Protocol rule not in spec or code. Protocol Section 5.1.1 states that if SCT is not followed by maintenance within 180 days, the LOT ends at the SCT date. NOT APPLICABLE in current implementation because maintenance is not enabled. This rule should be implemented if/when maintenance is brought into scope."
"LOT1 Base End - Protocol Addition","PERMISSIBLE_SUBS_EFFECT","Permissible substitution rules affecting LOT1 end","Certain medication switches do NOT advance the LOT (i.e., do not set LOT1_BASE_1ST_ADD_MED_DT). Per the updated protocol (Rule 1): 'Substitution of a biologic reference product with any of its biosimilars, or between biosimilars of the same reference product, does not advance the LOT.' Specific substitutions in code: (1) rituximab <-> rituximab/hyaluronidase, (2) daratumumab <-> daratumumab/hyaluronidase, (3) reference product <-> biosimilar, (4) bortezomib induction -> ixazomib maintenance. The code implements this via the permissible_subs table which is joined into base_meds, effectively treating substitutions as part of the original regimen.","Protocol Section 5.1.1 (Rule 1 - Permissible substitutions): Rule 1: 'Substitution of a biologic reference product with any of its biosimilars, or between biosimilars of the same reference product, does not advance the LOT; such permissible substitutions are considered within the same line, which is named according to the drug given for the longest duration.' This directly affects LOT1_BASE_1ST_ADD_MED_DT: if the 'new' medication is a permissible substitute, it should not be counted as an addition. The permissible_subs table codifies these rules.","Substitutions tracked via CL_MMA_ROLLUP (Tab 40) which maps medication abbreviations. The permissible_subs reference table pairs original_med with substitute_med. When a new medication claim appears in T_MEDICAL/T_RX, it is checked against permissible_subs before being classified as a new medication addition.","lot_program.R Step S02 lines 2796-2803: permissible_subs view created from embedded or external table. Step S10 lines 3346-3354: base_meds CTE includes UNION with permissible_subs (im.MED_ABBR joined to ps.original_med -> ps.substitute_med added to base_meds). This means first_add_candidates (lines 3413-3425) will NOT flag permissible substitutes as new medications because they are already in base_meds. Embedded permissible_subs defined at line 273.","--Y","Spec: - (permissible substitutions not documented in LOT1_BASE_END tab). Protocol: - (defined in Section 5.1.1). Code: Y - implemented via permissible_subs table joined into base_meds CTE at Step S10 lines 3346-3354.","CV 2026-04-02 (protocol revalidation)","Concept missing from original spec's LOT1_BASE_END tab. The code implements permissible substitutions by expanding base_meds to include substitutes (lot_program.R Step S10 lines 3346-3354). This is critical for correct LOT1_BASE_1ST_ADD_MED_DT calculation: without it, a permissible substitute (e.g., daratumumab/hyaluronidase replacing daratumumab) would incorrectly trigger a MED_ADD end reason. Protocol Section 5.1.1 explicitly defines which substitutions are permissible."
"LOT1 Base End - Protocol Addition","STEROID_HANDLING","Steroid inclusion/exclusion in LOT1 base end logic","Steroids (corticosteroids) are included in the LOT1 induction medication list (LOT1_BASE_MEDS) but per the updated protocol 'all rules described below are based on oncology therapies only (e.g., not corticosteroids)' (Section 5.1). LOT1_START_DT uses first non-steroid MAP. The code includes steroids in the base_meds CTE used for LOT1_BASE_DISCON_DT calculation, meaning steroid MAPs can extend the discontinuation date. This may conflict with the protocol's intent to exclude steroids from LOT rules. This is a deliberate design decision documented in the code with a note that stakeholders may prefer to exclude steroids from the discontinuation computation.","Protocol Section 5.1: 'A LOT regimen includes all MM therapies received within 60 (30) days on and following the start of LOT1.' Section 5.1 explicitly states: 'All rules described below are based on oncology therapies only (e.g., not corticosteroids).' Also: 'Receipt of corticosteroids only (e.g., dexamethasone) will not be considered evidence of active MM treatment.' The protocol excludes steroids from LOT rules, but the code includes steroids in the discontinuation calculation - this is a deliberate design decision documented with a code comment for stakeholder review.","Steroid medications identified via MED_CLASS='STEROID' in CL_MMA_ROLLUP (Tab 40). Steroid claims from T_MEDICAL (PROC_CD/NDC) and T_RX (NDC). Steroid MAPs included in MAP construction and extend MAP_END_DT contributing to LOT1_BASE_DISCON_DT.","lot_program.R Step S08 line 3321: LOT1_START_DT = min(MAP_START_DT) WHERE MAP_MED_CLASS <> 'STEROID' (steroids excluded from start date). Step S10 lines 3355-3359: Code comment - 'DECISION: Steroid MAPs are included in base_meds... If stakeholders prefer to exclude steroids from the discontinuation computation, filter base_meds above to exclude steroid MED_CLASS.' Currently steroids ARE included in discon calculation.","--Y","Spec: - (not documented). Protocol: - (Section 5.1 states 'All rules described below are based on oncology therapies only (e.g., not corticosteroids)' - suggests steroids should be excluded from LOT rules including discontinuation). Code: Y - steroids included in discontinuation with explicit code comment noting this is a design decision (lines 3355-3359) that stakeholders may want to change. POTENTIAL MISALIGNMENT: code includes steroids in discontinuation but protocol excludes them from LOT rules.","CV 2026-04-02 (protocol revalidation)","Design decision missing from original spec. The code includes steroids in the LOT1_BASE_DISCON_DT calculation (lot_program.R Step S10 lines 3355-3359) but documents this as a deliberate choice with a note for stakeholder review. The spec should document whether steroids should extend the discontinuation date, as this directly affects LOT1_BASE_END_DT for patients whose last active medication is a steroid."
"LOT1 Base End - Protocol Addition","LOT1_TX_ENDDATE_REASON","SCT end reason type (AUTO/ALLO/CART)","Numeric code identifying which SCT type caused the LOT-ending event. Values: 1=AUTO (autologous HSCT), 2=ALLO (allogeneic HSCT), 3=CART (CAR-T cellular therapy). Determined by comparing the earliest LOT-ending date among ENDING_AUTO_DT, FIRST_ALLO_DT, and FIRST_CART_DT. This value is mapped to string end reasons (SCT_AUTO, SCT_ALLO, SCT_CART) in LOT1_BASE_END_REASON.","Protocol Section 5.1.1 (Rule 3 - Unplanned SCTs) and Section 5.1 (SCT types): SCT type determines how LOT1 ends. Autologous SCT: single AUTO is allowed within LOT; excess AUTO (2nd for single, 3rd for tandem) ends LOT. Allogeneic SCT: always ends current LOT immediately. CAR-T: always starts a new LOT. The reason type is essential for correctly classifying the end reason.","SCT type determined from T_MEDICAL procedure codes matched against CL_SCT_CODELIST (Tab 44) which classifies procedures as AUTO, ALLO, or CART. Priority is earliest LOT-ending date wins.","lot_program.R Step S15 lines 3951-3962: LOT1_TX_ENDDATE_REASON = CASE WHEN ENDING_AUTO_DT <= FIRST_ALLO_DT AND ENDING_AUTO_DT <= FIRST_CART_DT THEN 1; WHEN FIRST_ALLO_DT <= FIRST_CART_DT THEN 2; ELSE 3 END. Used in Step S16 lines 4006-4010 to map: 1='SCT_AUTO', 2='SCT_ALLO', 3='SCT_CART'.","--Y","Spec: - (not present as standalone variable; only indirectly via end reason codes 5-7). Protocol: - (defines SCT types and their LOT-ending behavior). Code: Y - implemented at Step S15 lines 3951-3962 and consumed by Step S16 lines 4006-4010.","CV 2026-04-02 (protocol revalidation)","Variable missing from original spec as standalone row. The code computes LOT1_TX_ENDDATE_REASON (lot_program.R lines 3951-3962) to bridge SCT type to end reason. The spec references SCT types indirectly via end reason codes 5=SCT_AUTO, 6=SCT_ALLO, 7=CART but does not define the intermediate reason variable."
"LOT1 Base End - Protocol Addition","LOT1_TX_AUTO_DT_1 / LOT1_TX_AUTO_DT_2","Dates of first and second valid autologous HSCT","LOT1_TX_AUTO_DT_1: date of the first valid autologous HSCT after 14-day claim windowing and 60-day gap validation. LOT1_TX_AUTO_DT_2: date of the second valid autologous HSCT (if exists). These dates are the foundation for tandem detection (DT_2 within 180 days of DT_1 with no ALLO between), single AUTO identification, and determining which AUTO event ends the LOT (2nd for single, 3rd for tandem).","Protocol Section 5.1 (Planned Tandem SCT) and Section 5.1.1 (Events that will not end LOT): AUTO SCT dates are identified using a 14-day claim windowing algorithm (claims within 14 days grouped together, selecting the last date in the window). Events must be at least 60 days apart (cfg$sct_auto_gap_days=60). Tandem pair defined as DT_1 and DT_2 within 180 days with no ALLO between them. The spec references these dates extensively in the HSCT extension logic but does not define them as standalone rows.","AUTO HSCT dates derived from T_MEDICAL procedure codes (PROC_CD, BILL_PROC_CD) matched against CL_SCT_CODELIST where SCT_TYPE='AUTO'. FST_DT from T_MEDICAL is the raw claim date. 14-day windowing groups claims; 60-day gap validation separates distinct events.","lot_program.R Step S13 lines 3620-3793: 14-day windowing algorithm with cfg$sct_auto_window_days=13, cfg$sct_auto_gap_days=60, cfg$sct_tandem_days=180. Step S15 lines 3901-3902: LOT1_TX_AUTO_DT_1 = ap.AUTO_DT_1, LOT1_TX_AUTO_DT_2 = ap.AUTO_DT_2 from auto_pivot CTE. Carried into lot1_base_end at Step S16 lines 3992-3993.","--Y","Spec: - (referenced in HSCT extension logic but not as standalone rows). Protocol: - (defines AUTO SCT date identification). Code: Y - implemented at Step S13/S15 and output in lot1_base_end view.","CV 2026-04-02 (protocol revalidation)","Variables missing from original spec as standalone rows. The spec's HSCT extension logic (LOT1_EXTEND_FLG, updated LOT1_END_DT_TEMP) references LOT1_TX_AUTO_DT_1 and _DT_2 extensively but never defines them as their own variables. The code computes them at lot_program.R Step S15 lines 3901-3902 via the 14-day windowing algorithm at Step S13."
"LOT1 Base End - Protocol Addition","LOT1_BASE_DISCON_DT","LOT1 base period discontinuation date","The date when all induction medications (including permissible substitutions) are considered discontinued. Computed as max(MAP_END_DT) for all base medication MAPs, but only set when the gap between this date and OBS_END_DT is >= lot_discon_gap_days (default 90 days). If the gap is insufficient, set to NULL (patient is censored, not discontinued). This is one of the candidate dates for LOT1_BASE_END_DT.","Protocol Section 5.1.1 (Rule 2 - Discontinuation): 'Discontinuation is defined as the run-out date of all MM treatments in the LOT. Run-out date is the last date that a medication for a specific prescription is considered to be available.' The gap threshold ensures true discontinuation vs censoring near end of follow-up.","max(MAP_END_DT) derived from T_MEDICAL (FST_DT + medical_day_supply - 1) and T_RX (FILL_DT + DAYS_SUP - 1) for induction medications matched via CL_MMA_CODELIST. Gap validated against OBS_END_DT from T_MEMBER_CONT_ENROLLMENT/T_DOD.","lot_program.R Step S10 lines 3360-3382: discon_raw CTE computes RAW_DISCON_DT = max(MAP_END_DT) for base meds. discon CTE applies gap check: LOT1_BASE_DISCON_DT = RAW_DISCON_DT only WHEN datediff(OBS_END_DT, RAW_DISCON_DT) >= cfg$lot_discon_gap_days (default 90). Otherwise NULL.","--Y","Spec: - (referenced in min() formula and end reason logic but not defined as standalone row in LOT1_BASE_END tab). Protocol: - (defines discontinuation concept). Code: Y - computed at Step S10 lines 3360-3382.","CV 2026-04-02 (protocol revalidation)","Variable missing from original spec's LOT1_BASE_END tab as a standalone row. The spec references LOT1_BASE_DISCON_DT in the min() formula for LOT1_END_DT_TEMP and in the end reason logic, but never defines it. It is a key input variable computed at lot_program.R Step S10 lines 3360-3382."
"LOT1 Base End - Protocol Addition","LOT1_BASE_1ST_ADD_MED_DT / LOT1_BASE_1ST_ADD_MED","Date and name of first non-induction medication added","LOT1_BASE_1ST_ADD_MED_DT: the day before the first MAP_START_DT of a medication NOT in the induction regimen (and not a permissible substitution). This represents when LOT1 ends due to medication addition (MED_ADD end reason). LOT1_BASE_1ST_ADD_MED: the abbreviation of that first added medication (alphabetically first if same-day ties). These are candidate dates/reasons for LOT1_BASE_END_DT/REASON.","Protocol Section 5.1.1 (Rule 2 - Discontinuation with new agent): Rule 2: 'With initiation of a new MM agent that was not present in the induction regimen (i.e., the regimen is interrupted by a new agent).' 'If the current LOT is immediately interrupted by a new agent (the new agent starts on or before the run-out date of the current regimen), the LOT end date is the day before the first administration/dispense date of the new agent.' Rule 1 (permissible substitutions) does NOT trigger a new LOT. The LOT end date is set to the day BEFORE the new medication starts (date_sub(ADD_START_DT, 1)). Per protocol, permissible substitutions (rituximab/hyaluronidase swap, biosimilars, bortezomib->ixazomib for maintenance) do NOT trigger a new LOT.","First non-induction medication identified from T_MEDICAL (PROC_CD, BILL_PROC_CD, NDC) and T_RX (NDC) matched against CL_MMA_CODELIST (Tab 41) where the medication is NOT in base_meds (induction + permissible subs). MAP_START_DT from MAP algorithm.","lot_program.R Step S10 lines 3413-3441: first_add_candidates CTE selects non-induction MAPs where bm.MED_ABBR IS NULL (not in base_meds). first_add_dt gets min(MAP_START_DT). first_add_pick computes LOT1_BASE_1ST_ADD_MED_DT = date_sub(ADD_START_DT, 1) and LOT1_BASE_1ST_ADD_MED = min(MAP_MED_TYPE) for determinism (line 3435-3436 comment: 'Spec says random for same-day ties; we use min() for determinism').","--Y","Spec: - (referenced in min() and end reason logic but not standalone rows in LOT1_BASE_END tab). Protocol: - (defines new medication addition as LOT-ending event). Code: Y - computed at Step S10 lines 3413-3441. Code note: spec says 'random' for same-day ties but code uses min() (deliberate deviation at line 3435).","CV 2026-04-02 (protocol revalidation)","Variables missing from original spec's LOT1_BASE_END tab as standalone rows. The spec references LOT1_BASE_1ST_ADD_MED_DT in the min() formula and end reason logic but never defines it. Code deviation: spec says 'random' selection for same-day medication ties; code uses min() for determinism (lot_program.R line 3435). Also: LOT1_BASE_1ST_ADD_MED_DT = date_sub(ADD_START_DT, 1), meaning the end date is the day BEFORE the new med starts."
"LOT1 Base End - Protocol Addition","INDUCTION_WINDOW_DAYS","Induction regimen identification window (days)","The number of days from LOT1_START_DT within which all medications are considered part of the induction regimen. Default: 60 days. Any medication with MAP_START_DT within [LOT1_START_DT, LOT1_START_DT + 59] is included in LOT1_BASE_MEDS. Medications starting after this window that are not in the base regimen (or permissible substitutions) trigger LOT1_BASE_1ST_ADD_MED_DT and potentially a MED_ADD end reason.","Protocol Section 5.1.1 (LOT regimen): 'The LOT1 regimen includes all MM therapies received within 60 days (Madduri, 2021) on and following the LOT1 start date.' For LOT2-5: 'the LOT regimen includes all MM therapies received within 30 days on and following the LOT start date.' The 60-day window is the primary parameter; 30-day is noted as an alternative from literature. This parameter directly determines what is in the base regimen and therefore what constitutes a 'new' medication triggering MED_ADD. Configurable for sensitivity analysis per Protocol Section 5.3.","Applied to MAP_START_DT from T_MEDICAL/T_RX claims. Medications with MAP_START_DT within the window are classified as induction via CL_MMA_CODELIST/CL_MMA_ROLLUP matching.","lot_program.R line 71: induction_window_days = as.integer(Sys.getenv('INDUCTION_WINDOW_DAYS', unset = '60')). Step S09 line 3338: WHERE ms.MAP_START_DT <= date_add(l1.LOT1_START_DT, {cfg$induction_window_days - 1}). Configurable via INDUCTION_WINDOW_DAYS env var.","--Y","Spec: - (not documented as a parameter in LOT1_BASE_END tab). Protocol: - (defines 60-day window). Code: Y - implemented as configurable parameter at line 71, used at line 3338.","CV 2026-04-02 (protocol revalidation)","Parameter missing from original spec's LOT1_BASE_END tab. The code uses induction_window_days=60 (lot_program.R line 71) to determine which medications are in the induction regimen. This is critical: it directly controls what triggers MED_ADD end reason. Protocol Section 5.1.1 specifies 60 days (with 30-day alternative from Madduri 2021)."
"LOT1 Base End - Protocol Addition","ALLO_ALWAYS_ENDS_LOT","Allogeneic SCT always ends current LOT (protocol rule)","Protocol rule: Any allogeneic HSCT immediately ends the current line of therapy. The LOT end date is set to the day before the ALLO SCT date. An auto-to-allo sequence is NOT considered a planned tandem and indicates treatment failure. This is a hard rule with no exceptions - ALLO SCT has the same LOT-ending priority as any other SCT in the code's CASE statement.","Protocol Section 5.1 (Allogeneic SCT) and Section 5.1.1 (Rule 3): Section 5.1: 'Presence of an allogeneic SCT immediately ends a LOT and starts a new LOT.' Section 5.1.1 (Rule 3): 'Any allogeneic SCTs are considered a new LOT and the current LOT will end the day before an allogeneic SCT occurs.' Also: 'Presence of an allogeneic SCT is classified as its own LOT, with no other MM therapies included in that LOT.' Also: 'An autologous SCT followed by an allogeneic SCT will not be considered planned because an allogeneic SCT typically follows failed autologous SCTs.' Additionally, the presence of an ALLO between two AUTO SCTs invalidates the tandem classification (coalesce(n_allo_between, 0) = 0 required for tandem).","ALLO SCT identified from T_MEDICAL procedure codes matched against CL_SCT_CODELIST where SCT_TYPE='ALLO'. Date from FST_DT in T_MEDICAL.","lot_program.R: ALLO always ends LOT implemented via: (1) FIRST_ALLO_DT captured at Step S14 lines 3796-3825 and Step S15 line 3929. (2) LOT1_TX_ENDDATE includes ALLO at lines 3939-3949: least(ENDING_AUTO_DT, FIRST_ALLO_DT, FIRST_CART_DT) - 1. (3) ALLO between AUTOs invalidates tandem at line 3907: coalesce(ab.n_allo_between, 0) = 0. (4) Step S16 line 4008: LOT1_TX_ENDDATE_REASON=2 maps to 'SCT_ALLO'.","--Y","Spec: - (implicit via SCT_ALLO end reason code 6 but not stated as an explicit rule). Protocol: - (explicit rule in Section 5.1.1). Code: Y - implemented via ALLO priority in LOT1_TX_ENDDATE and tandem invalidation.","CV 2026-04-02 (protocol revalidation)","Protocol rule not explicitly stated in original spec. The spec has SCT_ALLO as end reason code 6 but does not document the rule that ALLO always ends the LOT unconditionally, or that auto-to-allo is not considered planned. The code implements this at lot_program.R via FIRST_ALLO_DT inclusion in LOT1_TX_ENDDATE (lines 3939-3949) and tandem invalidation (line 3907)."
"LOT1 Base End - Protocol Addition","CART_30D_CONSOLIDATION","CAR-T 30-day supportive agent consolidation rule","Protocol rule: Therapies (including supportive agents such as corticosteroids) given within 30 days of CAR-T cellular therapy are consolidated as part of the CAR-T LOT, not the preceding LOT. This means medications administered near a CAR-T event should be attributed to the CAR-T LOT rather than LOT1. This rule is NOT currently implemented in the code.","Protocol Section 5.1.1 (CAR-T): 'CAR-T cellular therapy infusions are classified as their own LOT. Therapies (including supportive agents, e.g., corticosteroids) given within 30 days of CAR-T cellular therapy are consolidated as part of the CAR-T LOT.' (Section 5.1.1) This 30-day window affects medication attribution near the LOT1/CAR-T boundary. Without this rule, medications given in the 30 days before CAR-T could incorrectly extend LOT1's discontinuation date or trigger a MED_ADD end reason.","Would require checking T_MEDICAL/T_RX claims within 30 days of FIRST_CART_DT and reclassifying them from LOT1 to the CAR-T LOT. Affects MAP_END_DT for induction meds and MAP_START_DT for potential new meds.","lot_program.R: NOT IMPLEMENTED. The code treats CAR-T as a simple LOT-ending event (Step S14 lines 3796-3825: CART dates extracted; Step S15 line 3930: FIRST_CART_DT captured). LOT1 ends the day before CART (LOT1_TX_ENDDATE = date_sub(FIRST_CART_DT, 1) at lines 3939-3949). No 30-day consolidation window is applied to reclassify medications near the CAR-T boundary.","--N","Spec: - (not present). Protocol: - (defined in Section 5.1.2). Code: N - not implemented; CAR-T simply ends LOT1 without 30-day medication reclassification.","CV 2026-04-02 (protocol revalidation)","Protocol rule not in spec or code. Protocol Section 5.1.2 specifies that therapies within 30 days of CAR-T are consolidated as part of the CAR-T LOT. The code does not implement this 30-day consolidation window. Impact: medications given in the 30 days before CAR-T could incorrectly influence LOT1's DISCON_DT or trigger MED_ADD. This should be implemented for correct medication attribution near CAR-T events."
"LOT1 Base End - Protocol Addition","MESNA_EXCLUSION","Mesna excluded from LOT definition","Protocol rule: Mesna is excluded from LOT definitions. Mesna is a supportive agent used to protect the bladder against toxic side-effects of certain anticancer drugs (e.g., cyclophosphamide conditioning). Mesna claims should NOT be counted as MM therapy and should NOT trigger MED_ADD end reason or contribute to MAP coverage calculations.","Protocol Section 5.1 (MM therapies): 'The following therapy is excluded from LOTs: mesna (treatment of MM to protect the patient''s bladder against the toxic side-effects of certain anticancer drugs).' This is a specific exclusion beyond the general steroid handling. Mesna should be excluded from CL_MMA_CODELIST or filtered out during medication identification.","Mesna identified via NDC codes in T_RX or HCPCS codes in T_MEDICAL. Should be excluded from CL_MMA_CODELIST (Tab 41) or filtered during MMA claim extraction in Step S05 (mma_med).","lot_program.R: Mesna is not explicitly referenced in the code. It is likely excluded by not being present in the CL_MMA_CODELIST/CL_MMA_ROLLUP codelists (Tab 40/41). If mesna codes ARE in the codelist, they would incorrectly be treated as MM therapy. Verification would require checking the codelist contents.","--?","Spec: - (not present). Protocol: - (explicit exclusion in Section 5.1.1). Code: ? - likely excluded by omission from codelist but not explicitly filtered. Cannot confirm without checking codelist contents.","CV 2026-04-02 (protocol revalidation)","Protocol exclusion rule not in original spec. Protocol Section 5.1.1 explicitly excludes mesna from LOTs. The code likely handles this by not including mesna in CL_MMA_CODELIST/CL_MMA_ROLLUP, but this should be verified. If mesna codes were inadvertently included in the codelist, they would incorrectly affect LOT1 end date calculations."
"LOT1 Base End - Protocol Addition","NAMING_DISCREPANCY_SCT_VS_HSCT","Variable naming: spec uses HSCT prefix vs code uses SCT prefix","The original spec names autologous transplant flags as LOT1_HSCT_AUTO_SING_FLG and LOT1_HSCT_AUTO_TAND_FLG (using 'HSCT' prefix). The code names them LOT1_SCT_AUTO_SING_FLG and LOT1_SCT_AUTO_TAND_FLG (using 'SCT' prefix). Both refer to the same variables. This naming inconsistency should be reconciled.","Protocol uses 'SCT' (Stem Cell Transplant) terminology consistently. The spec uses 'HSCT' (Hematopoietic Stem Cell Transplant). Both are acceptable medical abbreviations for the same concept. The code aligns with the protocol's 'SCT' convention.","N/A - naming convention only.","lot_program.R: Uses SCT prefix consistently: LOT1_SCT_AUTO_SING_FLG (line 3917), LOT1_SCT_AUTO_TAND_FLG (line 3909). CL_SCT_CODELIST table name also uses SCT. Configuration parameters use sct_ prefix (sct_auto_window_days, sct_auto_gap_days, sct_tandem_days at lines 87-89).","N-Y","Spec: N - uses HSCT prefix (LOT1_HSCT_AUTO_*). Protocol: - (uses SCT terminology). Code: Y - uses SCT prefix (LOT1_SCT_AUTO_*) matching protocol convention.","CV 2026-04-02 (protocol revalidation)","Naming discrepancy: spec uses LOT1_HSCT_AUTO_SING_FLG / LOT1_HSCT_AUTO_TAND_FLG while code uses LOT1_SCT_AUTO_SING_FLG / LOT1_SCT_AUTO_TAND_FLG. Recommend aligning spec to use SCT prefix to match both code and protocol convention."
